"","USAF","WBAN","STATION.NAME","CTRY","ST","CALL","station_lat","station_lon","ELEV.M.","BEGIN","END","CLIMATE.REGION","era5_lat","era5_lon","dist"
"634",85581,99999,"OVAR","PO","","LPOV",40.916,-8.646,17.1,20040525,20160725,"PORTUGAL",40.9,-8.6,4.26022021764753
"635",85620,99999,"BEJA","PO","","LPBJ",38.079,-7.932,193.9,19480808,20170502,"PORTUGAL",38.1,-7.9,3.65038207577287
"636",85670,99999,"VILA REAL","PO","","LPVR",41.274,-7.72,550.2,19920501,20170502,"PORTUGAL",41.3,-7.7,3.34301365213784
"637",85750,99999,"BRAGANCA","PO","","LPBG",41.86,-6.706,690.4,19480112,20170502,"PORTUGAL",41.9,-6.7,4.4804628894546
"638",85944,99999,"BOA VISTA RABIL","CV","","GVBA",16.137,-22.889,21,20080902,20170502,"",16.1,-22.9,4.28352114014096
"639",85945,99999,"SAO PEDRO","CV","","GVSV",16.834,-25.057,20.1,20071004,20170502,"",16.8,-25,7.15659380606277
"640",85950,99999,"FRANCISCO MENDES","CV","","GVFM",14.924,-23.494,230,20041002,20120318,"",15,-23.5,8.48485335819767
"641",91800,99999,"BARTH","GM","","ETBH",54.333,12.717,7,19791106,19911031,"GERMANY",54.3,12.7,3.83581103367578
"642",91810,99999,"PAROW","GM","","ETPA",54.367,13.083,4,19910506,19911009,"GERMANY",54.4,13,6.51512318319303
"643",92810,99999,"NEUBRANDENBURG/TROL","GM","","ETNB",53.6,13.317,71,19910421,19911027,"GERMANY",53.6,13.3,1.12300449815641
"644",93610,99999,"MAGDEBURG         &","GM","","ETMG",52.1,11.583,79,19750701,19920516,"GERMANY",52.1,11.6,1.16249256385153
"645",93950,99999,"NEUHARDENBERG/WRIEZ","GM","","ETWN",52.617,14.233,10,19910511,19910912,"GERMANY",52.6,14.2,2.92535690899338
"646",94920,99999,"COTTBUS","GM","","ETCB",51.767,14.3,68,19750701,19911003,"GERMANY",51.8,14.3,3.67354319617695
"647",94930,99999,"PRESCHEN","GM","","ETPR",51.667,14.633,100,19910411,19911029,"GERMANY",51.7,14.6,4.32231992725006
"648",94960,99999,"COTTBUS","GM","","ETCO",51.783,14.333,69,19830201,19911031,"GERMANY",51.8,14.3,2.95704072975711
"649",100001,99999,"NIEDERRHEIN","GM","","EDLV",51.602,6.142,32.3,20050101,20170502,"GERMANY",51.6,6.1,2.91258367184771
"650",100330,99999,"MEIERWIK","GM","","ETGG",54.833,9.5,33,19360101,20170502,"GERMANY",54.8,9.5,3.67354319617766
"651",100340,99999,"EGGEBEK","GM","","ETME",54.625,9.346,20,19730101,20050629,"GERMANY",54.6,9.3,4.06677853499217
"652",100370,99999,"SCHLESWIG","GM","","ETNS",54.459,9.516,21.3,19420101,20170502,"GERMANY",54.5,9.5,4.67994059082263
"653",100380,99999,"HOHN","GM","","ETNH",54.312,9.538,11.9,19730101,20170502,"GERMANY",54.3,9.5,2.80641722371026
"654",100460,99999,"KIEL/HOLTENAU(GNVY)","GM","","ETMK",54.383,10.15,31,19290801,20030816,"GERMANY",54.4,10.1,3.75283564824835
"655",100465,99999,"KIEL HOLTENAU","GM","","EDHK",54.38,10.145,30.8,19950827,20170502,"GERMANY",54.4,10.1,3.66939252346363
"656",101220,99999,"JEVER","GM","","ETNJ",53.534,7.889,7.3,19370105,20130926,"GERMANY",53.5,7.9,3.85425499181524
"657",101260,99999,"WITTMUNDHAFEN","GM","","ETNT",53.548,7.667,7.9,19730101,20170502,"GERMANY",53.5,7.7,5.77239304134586
"658",101280,99999,"SENGWARDEN","GM","","EDZE",53.583,8.033,1,19730101,19830704,"GERMANY",53.6,8,2.88710759557129
"659",101360,99999,"NORDHOLZ","GM","","ETMN",53.768,8.659,22.6,19460901,20170502,"GERMANY",53.8,8.7,4.46779008788227
"660",101420,99999,"ITZEHOE","GM","","ETHI",53.983,9.567,26,19730102,20121231,"GERMANY",54,9.6,2.87151184093991
"661",101430,99999,"NEUMUNSTER/WASBEK","GM","","EDHN",54.083,9.983,25,19420101,19921231,"GERMANY",54.1,10,2.19389318358327
"662",101470,99999,"HAMBURG","GM","","EDDH",53.63,9.988,16.2,19280401,20170502,"GERMANY",53.6,10,3.43231225931335
"663",101490,99999,"HAMBURG FINKENWERDER","GM","","EDHI",53.536,9.837,6.7,19881028,20170502,"GERMANY",53.5,9.8,4.69652195751972
"664",101560,99999,"LUBECK BLANKENSEE","GM","","EDHL",53.805,10.719,16.2,19730101,20170502,"GERMANY",53.8,10.7,1.36749648752278
"665",101624,99999,"SCHWERIN PARCHIM","GM","","EDOP",53.427,11.783,50.6,19990115,20170502,"GERMANY",53.4,11.8,3.21030764633339
"666",101720,99999,"LAAGE","GM","","ETNL",53.918,12.278,42.1,19911218,20170502,"GERMANY",53.9,12.3,2.46905863241259
"667",101780,99999,"TUTOW","GM","","EDUW",53.922,13.219,7,19350101,19400324,"GERMANY",53.9,13.2,2.74771142134339
"668",101935,99999,"HERINGSDORF","GM","","EDAH",53.879,14.152,28.3,19950315,20170502,"GERMANY",53.9,14.2,3.92192478378623
"669",102000,99999,"EMDEN","GM","","EDWE",53.391,7.227,0.6,19830506,20130528,"GERMANY",53.4,7.2,2.05324181250875
"670",102240,99999,"BREMEN","GM","","EDDW",53.048,8.787,4.3,19290801,20170502,"GERMANY",53,8.8,5.41376862612032
"671",102244,99999,"LEMWERDER","GM","","EDWD",53.15,8.617,30,19920827,19970226,"GERMANY",53.2,8.6,5.68037369164257
"672",102340,99999,"ROTENBURG","GM","","ETGQ",53.133,9.35,61,19420101,20161010,"GERMANY",53.1,9.4,4.96536045839888
"673",102380,99999,"BERGEN (MIL)","GM","","ETGB",52.817,9.933,69,19730102,20140406,"GERMANY",52.8,9.9,2.91758496398134
"674",102460,99999,"FASSBERG","GM","","ETHS",52.919,10.198,74.7,19360102,20170502,"GERMANY",52.9,10.2,2.11932782262751
"675",102720,99999,"WITTSTOCK","GM","","ETGW",53.2,12.517,74,19950403,20140309,"GERMANY",53.2,12.5,1.13361103065236
"676",102810,99999,"NEUBRANDENBURG","GM","","ETNU",53.602,13.306,69.5,19920630,20130930,"GERMANY",53.6,13.3,0.454596074827635
"677",103040,99999,"MEPPEN (MIL)","GM","","ETWM",52.717,7.317,26,19761201,20170502,"GERMANY",52.7,7.3,2.21267140297471
"678",103060,99999,"RHEINE BENTLAGE","GM","","ETHE",52.291,7.387,39.3,19401001,20170502,"GERMANY",52.3,7.4,1.33682140689911
"679",103080,99999,"NORDHORN RANGE","GM","","ETUN",52.45,7.167,26,19310102,20040915,"GERMANY",52.5,7.2,5.99890386271871
"680",103130,99999,"MUNSTER/TELGTE","GM","","EDLT",51.967,7.6,64,19380404,19891129,"GERMANY",52,7.6,3.67354319617837
"681",103140,99999,"HOPSTEN","GM","","ETNP",52.339,7.541,40,19730101,20051223,"GERMANY",52.3,7.5,5.16057031399846
"682",103150,99999,"MUNSTER OSNABRUCK","GM","","EDDG",52.135,7.685,48.8,19881027,20170502,"GERMANY",52.1,7.7,4.02883721155822
"683",103200,99999,"GUTERSLOH","GM","","ETUO",51.923,8.306,71.9,19370503,20131028,"GERMANY",51.9,8.3,2.59328873651209
"684",103210,99999,"DIEPHOLZ","GM","","ETND",52.586,8.341,38.7,19730102,20170502,"GERMANY",52.6,8.3,3.18056004336118
"685",103340,99999,"WUNSTORF","GM","","ETNW",52.457,9.427,57,19370507,20170502,"GERMANY",52.5,9.4,5.12483869332106
"686",103350,99999,"BUCKEBURG","GM","","ETHB",52.279,9.082,70.1,19730102,20170502,"GERMANY",52.3,9.1,2.63952155344067
"687",103380,99999,"HANNOVER","GM","","EDDV",52.461,9.685,55.8,19260101,20170502,"GERMANY",52.5,9.7,4.45897694361701
"688",103430,99999,"CELLE","GM","","ETHC",52.591,10.022,39.3,19360102,20170502,"GERMANY",52.6,10,1.79354631740294
"689",103480,99999,"BRAUNSCHWEIG WOLFSBURG","GM","","EDVE",52.319,10.556,89.9,19310102,20170502,"GERMANY",52.3,10.6,3.66626002792862
"690",103820,99999,"TEGEL","GM","","EDDT",52.56,13.288,37.2,19360310,20170502,"GERMANY",52.6,13.3,4.52616189559483
"691",103840,99999,"TEMPELHOF","GM","","EDDI",52.473,13.404,50.9,19290801,20030816,"GERMANY",52.5,13.4,3.0178323628147
"692",103850,99999,"SCHONEFELD","GM","","EDDB",52.38,13.523,47.9,19400408,20170502,"GERMANY",52.4,13.5,2.71998840214644
"693",104000,99999,"DUSSELDORF","GM","","EDDL",51.289,6.767,44.8,19310102,20170502,"GERMANY",51.3,6.8,2.60312247772023
"694",104010,99999,"BRUGGEN (RAF)","GM","","ETUR",51.2,6.133,76,19730102,20030622,"GERMANY",51.2,6.1,2.30185614861299
"695",104040,99999,"KALKAR (MIL COMM)","GM","","ETGY",51.75,6.283,43,19730102,20140122,"GERMANY",51.8,6.3,5.68780998605274
"696",104050,99999,"LAARBRUCH (RAF)","GM","","ETUL",51.6,6.15,31,19730102,20030615,"GERMANY",51.6,6.2,3.45729266302057
"697",104160,99999,"DORTMUND","GM","","EDLW",51.518,7.612,129.5,19310101,20170502,"GERMANY",51.5,7.6,2.16939234696541
"698",104260,99999,"PADERBORN LIPPSTADT","GM","","EDLP",51.614,8.616,213.1,19381104,20170502,"GERMANY",51.6,8.6,1.91113435470537
"699",104360,99999,"KASSEL CALDEN","GM","","EDVK",51.408,9.378,276.8,19881223,20170502,"GERMANY",51.4,9.4,1.76837698597373
"700",104374,99999,"MONCHENGLADBACH","GM","","EDLN",51.23,6.504,38.1,19960715,20170502,"GERMANY",51.2,6.5,3.3512122589515
"701",104390,99999,"FRITZLAR","GM","","ETHF",51.115,9.286,172.5,19380722,20170502,"GERMANY",51.1,9.3,1.93537535971555
"702",104690,99999,"LEIPZIG HALLE","GM","","EDDP",51.424,12.236,141.7,19290311,20170502,"GERMANY",51.4,12.2,3.6586228103738
"703",104760,99999,"HOLZDORF","GM","","ETSH",51.768,13.168,80.8,19911020,20170502,"GERMANY",51.8,13.2,4.1887575257237
"704",104880,99999,"DRESDEN","GM","","EDDC",51.133,13.767,230.1,19310101,20170502,"GERMANY",51.1,13.8,4.33735803032669
"705",104920,99999,"COTTBUS (FLUGPLATZ)","GM","","ETHT",51.767,14.3,67,19311102,20030613,"GERMANY",51.8,14.3,3.67354319617695
"706",105000,99999,"GEILENKIRCHEN","GM","","ETNG",50.961,6.042,90.2,19820625,20170502,"GERMANY",51,6,5.24527352899512
"707",105020,99999,"NORVENICH","GM","","ETNN",50.831,6.658,117.7,19730101,20170502,"GERMANY",50.8,6.7,4.54257419030453
"708",105030,99999,"AACHEN/MERZBRUCK","GM","","ETBA",50.817,6.183,191,19780901,20030305,"GERMANY",50.8,6.2,2.23860766448025
"709",105130,99999,"KOLN BONN","GM","","EDDK",50.866,7.143,92,19310101,20170502,"GERMANY",50.9,7.1,4.84205275798301
"710",105140,99999,"MENDIG","GM","","ETHM",50.366,7.315,182,19730102,20070614,"GERMANY",50.4,7.3,3.9317772584255
"711",105445,99999,"MELLENDORF","GM","","EDEX",50.533,9.633,305,19730102,19881027,"GERMANY",50.5,9.6,4.35328471894438
"712",105536,99999,"ALTENBURG NOBITZ","GM","","EDAC",50.982,12.506,195.1,19960321,20170425,"GERMANY",51,12.5,2.04738037690194
"713",105540,99999,"ERFURT","GM","","EDDE",50.98,10.958,315.8,19310101,20170502,"GERMANY",51,11,3.69024194197671
"714",106070,99999,"SPANGDAHLEM AB","GM","","ETAD",49.973,6.693,364.8,19530518,20170502,"GERMANY",50,6.7,3.04709933340841
"715",106074,99999,"BITBURG","GM","","EDRB",49.945,6.565,372.8,19970826,19980709,"GERMANY",49.9,6.6,5.60233797043411
"716",106130,99999,"BUCHEL","GM","","ETSB",50.174,7.063,477.9,19730101,20170502,"GERMANY",50.2,7.1,3.91559897592515
"717",106160,99999,"FRANKFURT HAHN","GM","","EDFH",49.949,7.264,502.6,19530722,20170502,"GERMANY",49.9,7.3,6.03404834172771
"718",106161,99999,"MAGDEBURG","GM","","EDBM",52.074,11.626,81.7,20040510,20070105,"GERMANY",52.1,11.6,3.39704112184602
"719",106162,99999,"SIEGERLAND","GM","","EDGS",50.708,8.083,599.2,20040510,20170502,"GERMANY",50.7,8.1,1.49317051552257
"720",106163,99999,"ZWEIBRUCKEN","GM","","EDRZ",49.21,7.401,345.3,20040510,20141128,"GERMANY",49.2,7.4,1.11556833727662
"721",106164,99999,"COCHSTEDT","GM","","EDBC",51.855,11.419,180,20100716,20161020,"GERMANY",51.9,11.4,5.17675412906976
"722",106180,99999,"IDAR-OBERSTEIN(MIL)","GM","","ETGI",49.7,7.333,377,19730102,20131216,"GERMANY",49.7,7.3,2.37601017477559
"723",106260,99999,"PFERDSFELD (GER-AF)","GM","","ETSP",49.85,7.6,396,19730101,20010421,"GERMANY",49.8,7.6,5.56597453966404
"724",106270,99999,"BAD KREUZNACH AAF","GM","","ETEH",49.85,7.883,103,19591104,20010223,"GERMANY",49.9,7.9,5.69802377042143
"725",106320,99999,"FINTHEN (USA-AF)","GM","","EDOT",49.967,8.15,232,19420101,19921009,"GERMANY",50,8.1,5.1287350796904
"726",106325,99999,"EGELSBACH","GM","","EDFE",49.961,8.642,117.3,20070807,20170403,"GERMANY",50,8.6,5.28085563017968
"727",106330,99999,"WIESBADEN AAF","GM","","ETOU",50.05,8.325,140.5,19380106,20170502,"GERMANY",50.1,8.3,5.84552346145185
"728",106334,99999,"MEBSTETTEN / ALBSTADT","GM","","ETCE",50.117,9.117,475,19801015,19950104,"GERMANY",50.1,9.1,2.24818263610975
"729",106370,99999,"FRANKFURT MAIN","GM","","EDDF",50.026,8.543,110.9,19260101,20170502,"GERMANY",50,8.5,4.22361615591765
"730",106405,99999,"MAURICE ROSE(USAHP)","GM","","EDEN",50.183,8.667,104,19650501,19860330,"GERMANY",50.2,8.7,3.01872148250498
"731",106420,99999,"HANAU AAF","GM","","ETID",50.169,8.962,112.2,19381104,20060428,"GERMANY",50.2,9,4.38696163251429
"732",106430,99999,"BABENHAUSEN","GM","","EDEF",49.95,8.967,131,19850509,19860330,"GERMANY",50,9,6.04662265991997
"733",106530,99999,"GIEBELSTADT AAF","GM","","ETEU",49.648,9.966,298.7,19360102,20060831,"GERMANY",49.6,10,5.8790083334298
"734",106585,99999,"SCHWEINFURT AHP","GM","","ETOA",50.047,10.171,239.9,20030423,20051104,"GERMANY",50,10.2,5.62812361947105
"735",106595,99999,"VILSECK AAF","GM","","ETOI",49.634,11.767,412.4,19810102,20130325,"GERMANY",49.6,11.8,4.47100662107045
"736",106596,99999,"HEIDELBERG AHP","GM","","ETIE",49.383,8.65,109,20060424,20091203,"GERMANY",49.4,8.6,4.0873117744204
"737",106597,99999,"LANDSTUHL AHP","GM","","ETIP",49.403,7.536,355.7,20060831,20151215,"GERMANY",49.4,7.5,2.62919490424389
"738",106598,99999,"BAUMHOLDER","GM","","EDEK",49.633,7.283,426,20060425,20170502,"GERMANY",49.6,7.3,3.87275852639437
"739",106690,99999,"KITZINGEN AAF","GM","","ETIN",49.743,10.201,210,19990424,20020117,"GERMANY",49.7,10.2,4.78727909498019
"740",106755,99999,"BAMBERG (USA-AF)","GM","","EDEJ",49.917,10.917,242,19461101,19820716,"GERMANY",49.9,10.9,2.25091884771622
"741",106770,99999,"BAYREUTH","GM","","EDQD",49.984,11.639,488,19310102,20070701,"GERMANY",50,11.6,3.31098240125916
"742",106850,99999,"HOF PLAUEN","GM","","EDQM",50.289,11.855,597.4,19310101,20170502,"GERMANY",50.3,11.9,3.42647159513224
"743",106870,99999,"GRAFENWOHR AAF","GM","","ETIC",49.699,11.94,415.4,19390901,20170502,"GERMANY",49.7,11.9,2.8821925171992
"744",107080,99999,"SAARBRUCKEN","GM","","EDDR",49.215,7.11,322.5,19350701,20170502,"GERMANY",49.2,7.1,1.82130015177356
"745",107120,99999,"SEMBACH (USAFB)","GM","","ETAS",49.5,7.867,321,19530708,20100216,"GERMANY",49.5,7.9,2.38577544014701
"746",107275,99999,"KARLSRUHE BADEN BADEN","GM","","EDSB",48.779,8.081,124.4,19970723,20170502,"GERMANY",48.8,8.1,2.7215129233863
"747",107280,99999,"COLEMAN AAF","GM","","ETOR",49.564,8.463,94.2,19310101,20130114,"GERMANY",49.6,8.5,4.81575604199106
"748",107290,99999,"MANNHEIM CITY","GM","","EDFM",49.473,8.514,94.2,19470729,20170502,"GERMANY",49.5,8.5,3.17156053114815
"749",107380,99999,"STUTTGART","GM","","EDDS",48.69,9.222,388.9,19390902,20170502,"GERMANY",48.7,9.2,1.96274082430905
"750",107430,99999,"NIEDERSTETTEN","GM","","ETHN",49.392,9.958,468.2,19730102,20170502,"GERMANY",49.4,10,3.17053108162206
"751",107450,99999,"SCHWABISCH HALL","GM","","EDTY",49.118,9.784,399.6,19360102,20170502,"GERMANY",49.1,9.8,2.31829004484468
"752",107520,99999,"ILLESHEIM AHP","GM","","ETIK",49.474,10.388,328.6,19390901,20170502,"GERMANY",49.5,10.4,3.02159935217227
"753",107550,99999,"ANSBACH AHP","GM","","ETEB",49.308,10.639,467,19390101,20170502,"GERMANY",49.3,10.6,2.96760592374917
"754",107630,99999,"NURNBERG","GM","","EDDN",49.499,11.078,318.8,19310101,20170502,"GERMANY",49.5,11.1,1.59442401743582
"755",107635,99999,"FURTH (USA-HP)","GM","","EDEW",49.5,10.967,302,19460301,19710704,"GERMANY",49.5,11,2.3857754401469
"756",107650,99999,"ROTH","GM","","ETHR",49.218,11.1,386.5,19390901,20131205,"GERMANY",49.2,11.1,2.00375083427866
"757",107655,99999,"FEUCHT AAF","GM","","EDIG",49.383,11.167,386,19730101,19790108,"GERMANY",49.4,11.2,3.04933904337069
"758",107710,99999,"KUEMMERSBRUCK","GM","","ETGK",49.433,11.9,418,19730102,20140925,"GERMANY",49.4,11.9,3.67354319617837
"759",107750,99999,"HOHENFELS AAF","GM","","ETIH",49.218,11.836,443.5,19610918,20170502,"GERMANY",49.2,11.8,3.29689314521536
"760",108050,99999,"LAHR","GM","","EDTL",48.369,7.828,155.8,19730101,20170502,"GERMANY",48.4,7.8,4.02415910940626
"761",108270,99999,"MESSSTETTEN","GM","","ETGZ",48.183,9,920,19740820,20130930,"GERMANY",48.2,9,1.89243134348638
"762",108370,99999,"LAUPHEIM","GM","","ETHL",48.22,9.91,538.3,19730102,20170502,"GERMANY",48.2,9.9,2.34672789103361
"763",108520,99999,"AUGSBURG","GM","","EDMA",48.425,10.932,461.8,19371101,20170502,"GERMANY",48.4,10.9,3.65181430916308
"764",108530,99999,"NEUBURG","GM","","ETSN",48.711,11.212,380.7,19380804,20170502,"GERMANY",48.7,11.2,1.50883297012457
"765",108560,99999,"LECHFELD","GM","","ETSL",48.186,10.861,555.3,19281114,20170502,"GERMANY",48.2,10.9,3.28706026918287
"766",108570,99999,"LANDSBERG LECH","GM","","ETSA",48.071,10.906,623,19380103,20170502,"GERMANY",48.1,10.9,3.25895308313424
"767",108580,99999,"FURSTENFELDBRUCK","GM","","ETSF",48.206,11.267,519.1,19380401,20030814,"GERMANY",48.2,11.3,2.53786099098677
"768",108600,99999,"INGOLSTADT MANCHING","GM","","ETSI",48.716,11.534,366.4,19391101,20170502,"GERMANY",48.7,11.5,3.06764698452432
"769",108644,99999,"OBERPFAFFENHOFEN","GM","","EDMO",48.081,11.283,593.4,19920831,20170502,"GERMANY",48.1,11.3,2.46401543963938
"770",108645,99999,"MUNICH/PERLACHER","GM","","EDEM",48.083,11.6,567,19731108,19860725,"GERMANY",48.1,11.6,1.89243134348638
"771",108660,99999,"MUNCHEN","GM","","EDDM",48.354,11.786,453.2,19290801,20170502,"GERMANY",48.4,11.8,5.22428255068095
"772",108670,99999,"OBERSCHLEISSHEIM","GM","","EDPO",48.233,11.55,486,19730102,19810630,"GERMANY",48.2,11.5,5.22009866477458
"773",108690,99999,"ERDING","GM","","ETSE",48.322,11.949,461.8,19370901,20150130,"GERMANY",48.3,11.9,4.37707892189386
"774",109120,99999,"DONAUESCHINGEN VILLINGEN","GM","","EDTD",47.973,8.522,680,20040406,20140430,"GERMANY",48,8.5,3.42353589653672
"775",109290,99999,"KONSTANZ","GM","","EDTZ",47.683,9.183,447,19360102,20030816,"GERMANY",47.7,9.2,2.28121866276203
"776",109350,99999,"FRIEDRICHSHAFEN","GM","","EDNY",47.671,9.511,416.7,19290801,20170502,"GERMANY",47.7,9.5,3.33185192055277
"777",109470,99999,"ALLGAU","GM","","EDJA",47.989,10.24,629.1,19370401,20170502,"GERMANY",48,10.2,3.22159828043035
"778",109540,99999,"ALTENSTADT","GM","","ETHA",47.833,10.867,760,19321122,20170502,"GERMANY",47.8,10.9,4.42493776807346
"779",109543,99999,"ALTENSTADT (GAM)  &","GM","","EDPL",47.833,10.867,739,19881027,19901029,"GERMANY",47.8,10.9,4.42493776807346
"780",109711,99999,"BAD TOLZ (USA-AF) &","GM","","EDOV",47.767,11.6,716,19640916,19861114,"GERMANY",47.8,11.6,3.67354319617766
"781",110100,99999,"LINZ","AU","","LOWL",48.233,14.188,298.1,19341001,20170502,"AUSTRIA",48.2,14.2,3.77983854718459
"782",110110,99999,"HORSCHING (AUS-AFB)","AU","","LOXL",48.233,14.183,313,19391204,20030929,"AUSTRIA",48.2,14.2,3.88393371113529
"783",110161,99999,"WIENER NEUSTADT EAST","AU","","LOAN",47.843,16.26,273.1,20040510,20170502,"AUSTRIA",47.8,16.3,5.64372911639288
"784",110162,99999,"LUGPLATZ VOSLAU","AU","","LOAV",47.967,16.267,233,20040510,20170502,"AUSTRIA",48,16.3,4.4205137738556
"785",110163,99999,"PUNITZ / GUESSING","AU","","LOGG",47.15,16.317,290,20040519,20130620,"AUSTRIA",47.2,16.3,5.71269652489222
"786",110164,99999,"OBEROSTERREICH / FREISTADT","AU","","LOLF",48.517,14.417,685,20040510,20080208,"AUSTRIA",48.5,14.4,2.27006433311992
"787",110165,99999,"WIENER NEUSTADT","AU","","LOXN",47.85,16.25,272,20040510,20170502,"AUSTRIA",47.9,16.2,6.70210321754295
"788",110300,99999,"TULLN","AU","","LOXT",48.321,16.112,175.3,19400311,20170502,"AUSTRIA",48.3,16.1,2.50084707260252
"789",110360,99999,"SCHWECHAT","AU","","LOWW",48.11,16.57,182.9,19520101,20170502,"AUSTRIA",48.1,16.6,2.49246850737559
"790",110750,99999,"LANGENOIS (AUT)","AU","","LOAG",48.467,15.7,210,19901201,20170502,"AUSTRIA",48.5,15.7,3.67354319617766
"791",111200,99999,"INNSBRUCK","AU","","LOWI",47.26,11.344,580.9,19310104,20170502,"AUSTRIA",47.3,11.3,5.55599235022483
"792",111220,99999,"SCHWAZ (HELIPORT)","AU","","LOXS",47.333,11.7,543,19760930,20020717,"AUSTRIA",47.3,11.7,3.67354319617837
"793",111290,99999,"PASSO DEL BRENNERO","IT","","LIVB",47,11.5,NA,19870519,20170502,"ITALY",47,11.5,0
"794",111440,99999,"ZELL AM SEE (AUT)","AU","","LOWZ",47.333,12.8,763,19661003,20170502,"AUSTRIA",47.3,12.8,3.67354319617837
"795",111500,99999,"SALZBURG","AU","","LOWS",47.793,13.004,430.1,19380601,20170502,"AUSTRIA",47.8,13,0.834675809658079
"796",111570,99999,"AIGEN/ENNSTAL (MIL)","AU","","LOXA",47.533,14.133,649,19380103,20170502,"AUSTRIA",47.5,14.1,4.43288024956964
"797",111650,99999,"ZELTWEG","AU","","LOXZ",47.203,14.744,676.7,19380601,20170502,"AUSTRIA",47.2,14.7,3.34456334167686
"798",111910,99999,"TRAUSDORF AIRPORT","AU","","LOAT",47.8,16.567,164,20010824,20021222,"AUSTRIA",47.8,16.6,2.46759458192245
"799",112310,99999,"KLAGENFURT(CIV/MIL)","AU","","LOWK",46.65,14.333,452,19310107,20170502,"AUSTRIA",46.7,14.3,6.1100933881736
"800",112400,99999,"GRAZ","AU","","LOWG",46.991,15.44,339.9,19340201,20170502,"AUSTRIA",47,15.4,3.19802928949295
"801",113020,99999,"DORNBIRN","AU","","LOIH",47.433,9.733,410,19951001,20170502,"AUSTRIA",47.4,9.7,4.43552625199837
"802",114140,99999,"KARLOVY VARY","EZ","","LKKV",50.203,12.915,606.2,19390101,20170502,"CZECHIA",50.2,12.9,1.11977560094706
"803",114231,99999,"CESKE BUDEJOVICE","EZ","","LKCS",48.946,14.427,443,20040510,20090328,"CZECHIA",48.9,14.4,5.48833502559108
"804",114232,99999,"KBELY","EZ","","LKKB",50.121,14.544,286.2,20040510,20170502,"CZECHIA",50.1,14.5,3.91558729949319
"805",114233,99999,"KUNOVICE","EZ","","LKKU",49.029,17.44,177.1,20040510,20170502,"CZECHIA",49,17.4,4.35323329533631
"806",114234,99999,"LIBEREC","EZ","","LKLB",50.767,15.017,398,20040510,20130102,"CZECHIA",50.8,15,3.86348522742455
"807",114480,99999,"PLZEN LINE","EZ","","LKLN",49.675,13.275,362.1,19390401,20170502,"CZECHIA",49.7,13.3,3.31462105253167
"808",115180,99999,"RUZYNE","EZ","","LKPR",50.101,14.26,380.1,19290801,20170502,"CZECHIA",50.1,14.3,2.8583725041448
"809",116240,99999,"CASLAV","EZ","","LKCV",49.94,15.382,242,19970101,20170502,"CZECHIA",49.9,15.4,4.63591164363519
"810",116520,99999,"PARDUBICE","EZ","","LKPD",50.013,15.739,225.9,19960506,20170502,"CZECHIA",50,15.7,3.14321499208916
"811",116920,99999,"NAMEST","EZ","","LKNA",49.166,16.125,471.8,19960506,20170502,"CZECHIA",49.2,16.1,4.19931657543201
"812",117230,99999,"TURANY","EZ","","LKTB",49.151,16.694,237.1,19390320,20170502,"CZECHIA",49.2,16.7,5.47210399388354
"813",117480,99999,"PREROV","EZ","","LKPO",49.426,17.405,206,19960506,20131001,"CZECHIA",49.4,17.4,2.91687246083254
"814",117740,99999,"HOLESOV","EZ","","LKHO",49.317,17.567,224,19530404,20170502,"CZECHIA",49.3,17.6,3.0525059731211
"815",117820,99999,"MOSNOV","EZ","","LKMT",49.696,18.111,257.3,19520101,20170502,"CZECHIA",49.7,18.1,0.908621748631039
"816",118010,99999,"MALACKY","LO","","LZMC",48.4,17.15,207,20031123,20170502,"",48.4,17.1,3.69539633026626
"817",118160,99999,"M R STEFANIK","LO","","LZIB",48.17,17.213,132.9,19400101,20170502,"",48.2,17.2,3.47617250476612
"818",118260,99999,"PIESTANY","LO","","LKPP",48.617,17.833,164,19370102,20170502,"",48.6,17.8,3.07913766350001
"819",119030,99999,"SLIAC","LO","","LKSL",48.65,19.15,315,19520101,20170425,"",48.7,19.1,6.66996712969224
"820",119270,99999,"LUCENEC","LO","","LZLU",48.333,19.733,214,19780608,20170502,"",48.3,19.7,4.4116872467229
"821",119271,99999,"KOSICE","LO","","LZKZ",48.663,21.241,230.1,20040510,20170502,"",48.7,21.2,5.10346804553888
"822",119272,99999,"NITRA","LO","","LZNI",48.283,18.133,134,20040510,20121231,"",48.3,18.1,3.09115041208719
"823",119273,99999,"PRIEVIDZA","LO","","LZPE",48.767,18.583,260,20040510,20121231,"",48.8,18.6,3.87940269163986
"824",119274,99999,"PIESTANY","LO","","LZPP",48.625,17.828,166.1,20040510,20170502,"",48.6,17.8,3.46291238648022
"825",119275,99999,"SLIAC","LO","","LZSL",48.638,19.134,317.9,20040510,20170502,"",48.6,19.1,4.91469814035733
"826",119276,99999,"ZILINA","LO","","LZZI",49.232,18.614,310.9,20040510,20170502,"",49.2,18.6,3.70483191188115
"827",119330,99999,"KAMENICA NAD CIROCHOU","LO","","LZKC",48.933,22,177,19780608,20170502,"",48.9,22,3.67354319617837
"828",119340,99999,"TATRY","LO","","LZTT",49.074,20.241,718.1,19570312,20170502,"",49.1,20.2,4.1607256050407
"829",119550,99999,"PRESOV","LO","","LZPW",49.033,21.317,324,20110815,20170502,"",49,21.3,3.87754255525237
